entity,label,source_title,source_url
Meng Wu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiang Yan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Li Xin's,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
three days,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Li,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wang Jian's,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huaiyang,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Pingyu,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qinan,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
蕲南,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qichun,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
The next year,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fuchu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
The following year,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wuyue,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Kuaiji Prefecture,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Qin Empire,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Battle of Changping,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
35 years before,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Hei Fu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jing,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shi Huangdi,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
The Dazexiang Uprising,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
209 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Chen Sheng,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhangchu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jing Ju,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiang Liang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Xin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huai II,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
206 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiang Yu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiang Liang's,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Western Chu,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yi,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Liu Bang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qin Empire,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Chu,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Han,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Gaozu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiongnu,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Pengcheng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Han Xin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Liu Bang's,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Liu Jiao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Kingdom of Chu,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Confucian,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yellow River,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Baiyue,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Western Zhou period,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Central Plains,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the late Spring and Autumn period,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Central,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Chu,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Qin dynasty,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Han,ORG,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Han dynasty,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the later Han dynasty,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Qin dynasty's,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Warring States period.[22,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Henan Province,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the mid sixth century BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Warring States,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the previous Shang dynasty,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Taoist,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Legalist,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ba,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yue,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Baiyue,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Mawangdui,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wuyue,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Eastern Zhou,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
non-Sinitic,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Tian Jizhou,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Kra,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fangyan,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Norman,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Mei,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Boltz,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Erkes,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Long,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Brooks,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Sagart,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Liu Xingge,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhengzhang Shangfang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhang Yongyan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhou Jixu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Pullyblank,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Schuessler,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jīng,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Austroasiatic,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Proto-Monic,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Proto-Austroasiatic,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Khmer,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Mo'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Lingyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Sima,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zuoyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Youyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Lingyin,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zuosima,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yousima,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Gongyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhenyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shenyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yins,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yuyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Lianyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jiaoyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Gongjiyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huanlie Zhi Yin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yueyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Gong,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xianyin,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ruo'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ruo'aos,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Dou,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Jing Mountains,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
today,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Hubei province,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jing mountains,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Tu,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Dabie mountains,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huai river,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yangtse river,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhijiang,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jingzhou,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fangcheng,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yunmeng Ze,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jianghan Plain,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yanzi river,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yunmeng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Meng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yun,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jianli,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shishou,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Macheng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huanggang,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shaoxi Pass,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wuguan,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Danfeng County,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shaanxi,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shaoxi.[14,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
622 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
601 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Bi Zhui,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shang dynasty,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Pangeng,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Yingbo,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fuju,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jilian - Yuxiong,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
11th century BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xuexiong,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Kuang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Li - Xiong Yi,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhou - Xiong Ai,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
c. 977 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
c. 941 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Ai,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Mu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhou - Xiong Sheng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Dan - Xiong Yang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Sheng - Xiong Qu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Kang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Shiji,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Qu.[42,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhi,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhi - Xiong Yong,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
847–838 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yan - Xiong Yan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yong - Xiong Shuang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yan - Xiong Xun,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
821–800 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Shuang - Xiong E,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
799–791 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Xun - Ruo'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
790–764 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong E - Xiao'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Kan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
763–758 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ruo'ao - Fenmao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Xuan 熊眴,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
757–741 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiao'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Da 熊達,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
740–690 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fenmao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zi 熊貲,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
689–677 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ying - Du'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zhuang'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Jian 熊艱,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
676–672 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yun 熊惲,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
671–626 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Du'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Battle of Chengpu,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zheng Mao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Shangchen,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Lü 熊侶,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
613–591 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Battle of Bi,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Shen,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
590–560 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Battle of Yanling,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Kang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhao 熊招,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
559–545 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Gong - Jia'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yuan 熊員,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
544–541 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ling,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Wei,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Qian,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
540–529 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jia'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zi'ao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Bi 熊比,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
529 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
less than 20 days,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ping,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Qiji,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Ju,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
528–516 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhen 熊珍,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
515–489 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
The State of Wu,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the State of Sui,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Hui,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
488–432 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
The year,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zeng,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Suizhou,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jian,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zhong 熊中,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
431–408 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Sheng,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Dang 熊當,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
407–402 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
401–381 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Su,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Zang 熊臧,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
380–370 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xuan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Liangfu 熊良夫,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
369–340 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Zuo,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
around 348 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Shang 熊商,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
339–329 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qi,NORP,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huai,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Huai 熊槐,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
296 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qingxiang,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Heng 熊橫,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
298–263 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Yuan 熊元,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
262–238 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
You,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Han,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Ai,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong You,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Xiong Hao,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
228 BC,DATE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Fuchu - Fuchu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Changping,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qin - Chen Sheng,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Jia,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Huai - Xiang Yu,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Qu Yuan,PERSON,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Julu,GPE,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
the Chu–Han Contention,EVENT,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Twelve States,LOC,Chu (state),https://en.wikipedia.org/wiki/State_of_Chu
Wei,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Chinese,NORP,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Warring States,EVENT,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
China,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Partition of Jin,EVENT,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Han,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Zhao,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Qin,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Qi,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Henan,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Hebei,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Shanxi,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Shandong,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Anyi,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Daliang,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Kaifeng)[2,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Hui,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Wei,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Liang,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Wey,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Zhou,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Gao,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Bi,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Wen,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Zhou,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Bi Wan,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Jin,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Xian,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Ruicheng County,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Spring and Autumn period,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
the Li Ji Unrest.[4,EVENT,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
the middle of the fifth century.[6,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
the last years,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Zhi,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
453 BCE,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Weilie,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
403 BCE,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
"the 360's BCE,[9",DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Wu,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
reign 369–319 BC,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
the Yellow River,LOC,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Legalist,NORP,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Li Kui,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
c. 459 – c. 395 BCE,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Qin,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Maling,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
341 BCE,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Hexi,LOC,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Shaanxi,GPE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
225 BCE,DATE,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Wang Ben,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
Si,PERSON,Wei (state),https://en.wikipedia.org/wiki/State_of_Wei
